YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,MICROSECOND,centroid_x,centroid_y,tail_x,tail_y,head_x,head_y
2020,12,22,16,8,49,993024,63,62,0,0,0,0
2020,12,22,16,8,50,25026,100,391,0,0,0,0
2020,12,22,16,8,50,61060,104,395,0,0,0,0
2020,12,22,16,8,50,93068,106,397,0,0,0,0
2020,12,22,16,8,50,125821,106,397,0,0,0,0
2020,12,22,16,8,50,162420,107,398,0,0,0,0
2020,12,22,16,8,50,192980,108,401,0,0,0,0
2020,12,22,16,8,50,228982,107,403,0,0,0,0
2020,12,22,16,8,50,261050,107,404,0,0,0,0
2020,12,22,16,8,50,293332,107,406,0,0,0,0
2020,12,22,16,8,50,329298,107,406,0,0,0,0
2020,12,22,16,8,50,361344,107,406,0,0,0,0
2020,12,22,16,8,50,397841,108,407,0,0,0,0
2020,12,22,16,8,50,425693,108,407,0,0,0,0
2020,12,22,16,8,50,459090,108,407,0,0,0,0
2020,12,22,16,8,50,495594,108,407,0,0,0,0
2020,12,22,16,8,50,529571,108,407,0,0,0,0
2020,12,22,16,8,50,565811,108,407,0,0,0,0
2020,12,22,16,8,50,597647,108,407,0,0,0,0
2020,12,22,16,8,50,629048,108,407,0,0,0,0
2020,12,22,16,8,50,665945,108,407,0,0,0,0
2020,12,22,16,8,50,697678,108,407,0,0,0,0
2020,12,22,16,8,50,729661,108,407,0,0,0,0
2020,12,22,16,8,50,765090,108,408,0,0,0,0
2020,12,22,16,8,50,797065,108,408,0,0,0,0
2020,12,22,16,8,50,834242,108,408,0,0,0,0
2020,12,22,16,8,50,864180,108,408,0,0,0,0
2020,12,22,16,8,50,897400,108,408,0,0,0,0
2020,12,22,16,8,50,933275,108,408,0,0,0,0
2020,12,22,16,8,50,965469,108,409,0,0,0,0
2020,12,22,16,8,51,1058,108,409,0,0,0,0
2020,12,22,16,8,51,33033,108,409,0,0,0,0
2020,12,22,16,8,51,65096,108,410,0,0,0,0
