YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,MICROSECOND,body_centroid_x,body_centroid_y,tail_centroid_x,tail_centroid_y,head_centroid_x,head_centroid_y,body_contour_area,error,execution_time,frame_width,frame_height
2020,12,31,18,9,57,382523,79,96,99,90,54,97,0.0032004517109050206,False,0.0073049068450927734,424,472
2020,12,31,18,9,57,390161,79,97,99,90,55,96,0.00317047089862488,False,0.007617950439453125,424,472
2020,12,31,18,9,57,397487,79,96,100,90,54,92,0.0031904581068116404,False,0.0072972774505615234,424,472
2020,12,31,18,9,57,405179,79,95,99,91,54,89,0.0031529820914614646,False,0.007668733596801758,424,472
2020,12,31,18,9,57,412489,78,93,99,91,53,86,0.0033278701630956187,False,0.00728297233581543,424,472
2020,12,31,18,9,57,419802,76,92,98,91,51,82,0.0034977614326830828,False,0.007288455963134766,424,472
2020,12,31,18,9,57,427702,75,91,97,92,51,82,0.0034577870163095617,False,0.007875442504882812,424,472
2020,12,31,18,9,57,435567,75,91,97,91,51,85,0.003337863767188999,False,0.007840156555175781,424,472
2020,12,31,18,9,57,443275,76,91,98,91,50,88,0.0033903301886792454,False,0.007685422897338867,424,472
2020,12,31,18,9,57,450516,76,92,98,91,50,88,0.003407818995842661,False,0.007212400436401367,424,472
2020,12,31,18,9,57,457828,76,92,97,91,50,88,0.0033578509753757597,False,0.007288455963134766,424,472
2020,12,31,18,9,57,466068,75,92,97,91,49,87,0.0033878317876559,False,0.008218050003051758,424,472
2020,12,31,18,9,57,473310,75,92,97,91,49,87,0.0034003237927726256,False,0.007214069366455078,424,472
2020,12,31,18,9,57,481041,75,92,97,91,50,89,0.0033553525743524144,False,0.007709980010986328,424,472
2020,12,31,18,9,57,488327,75,92,97,91,50,89,0.003337863767188999,False,0.007253170013427734,424,472
2020,12,31,18,9,57,496071,76,92,97,91,51,89,0.0033078829549088584,False,0.0077245235443115234,424,472
2020,12,31,18,9,57,503332,77,93,98,91,53,89,0.0032828989446754076,False,0.007231235504150391,424,472
2020,12,31,18,9,57,510631,78,93,98,91,55,89,0.00315548049248481,False,0.0072765350341796875,424,472
2020,12,31,18,9,57,518595,79,94,99,91,57,90,0.0030980172689478733,False,0.007940053939819336,424,472
2020,12,31,18,9,57,526397,81,95,101,91,59,91,0.002995582826990726,False,0.007776498794555664,424,472
2020,12,31,18,9,57,534101,82,95,102,92,60,87,0.0030105732331307962,False,0.007681608200073242,424,472
2020,12,31,18,9,57,541345,84,94,104,92,64,85,0.0030630396546210427,False,0.007214546203613281,424,472
2020,12,31,18,9,57,548874,85,94,102,93,67,79,0.003125499680204669,False,0.007504463195800781,424,472
2020,12,31,18,9,57,556712,88,92,106,95,72,78,0.0029356212024304446,False,0.007813215255737305,424,472
2020,12,31,18,9,57,564250,88,89,98,101,78,68,0.002960605212663895,False,0.007513999938964844,424,472
2020,12,31,18,9,57,571773,88,83,97,99,82,63,0.0028057043492165016,False,0.007498979568481445,424,472
2020,12,31,18,9,57,579239,88,81,98,99,81,61,0.0028331867604732973,False,0.0074405670166015625,424,472
2020,12,31,18,9,57,586713,87,80,98,97,79,60,0.00274574272465622,False,0.007447957992553711,424,472
2020,12,31,18,9,57,593963,89,78,101,91,80,59,0.0029930844259673807,False,0.007225990295410156,424,472
2020,12,31,18,9,57,601864,91,75,0,0,106,93,0.003140490086344739,False,0.007879495620727539,424,472
2020,12,31,18,9,57,609187,92,72,0,0,110,88,0.002955608410617205,False,0.007292985916137695,424,472
2020,12,31,18,9,57,616852,91,72,111,85,68,56,0.003162975695554845,False,0.0076448917388916016,424,472
2020,12,31,18,9,57,624087,91,72,110,85,73,54,0.003068036456667733,False,0.0072062015533447266,424,472
2020,12,31,18,9,57,631743,92,73,110,85,72,61,0.0029780940198273105,False,0.007635593414306641,424,472
2020,12,31,18,9,57,639044,93,73,110,85,73,61,0.002865665973776783,False,0.007270097732543945,424,472
2020,12,31,18,9,57,646681,93,73,110,85,75,64,0.0027582347297729452,False,0.0076181888580322266,424,472
2020,12,31,18,9,57,653940,93,73,110,85,76,58,0.0027582347297729452,False,0.00722956657409668,424,472
2020,12,31,18,9,57,661632,93,73,110,85,75,57,0.0027982091461464663,False,0.007673740386962891,424,472
2020,12,31,18,9,57,668917,93,73,110,85,72,59,0.0028581707707067477,False,0.00725555419921875,424,472
2020,12,31,18,9,57,676573,92,73,110,85,72,60,0.0029256275983370644,False,0.0076334476470947266,424,472
2020,12,31,18,9,57,683870,92,73,110,85,73,55,0.00295810681164055,False,0.00726771354675293,424,472
2020,12,31,18,9,57,691588,92,73,110,85,72,60,0.00295311000959386,False,0.007696390151977539,424,472
2020,12,31,18,9,57,698837,93,74,110,86,75,57,0.0028506755676367124,False,0.00722050666809082,424,472
2020,12,31,18,9,57,706022,92,73,110,86,74,56,0.002950611608570515,False,0.007163286209106445,424,472
2020,12,31,18,9,57,713937,93,73,110,85,73,60,0.0028556723696834025,False,0.00789189338684082,424,472
2020,12,31,18,9,57,721746,93,73,110,85,73,61,0.002903141989126959,False,0.0077838897705078125,424,472
2020,12,31,18,9,57,729378,93,73,110,85,74,56,0.0029056403901503037,False,0.0076100826263427734,424,472
2020,12,31,18,9,57,736674,93,73,110,85,74,56,0.002868164374800128,False,0.007265806198120117,424,472
2020,12,31,18,9,57,744277,93,74,110,85,78,58,0.002778221937959706,False,0.0075817108154296875,424,472
2020,12,31,18,9,57,752155,93,73,110,85,75,57,0.002955608410617205,False,0.007851123809814453,424,472
2020,12,31,18,9,57,759691,93,73,110,85,73,61,0.002923129197313719,False,0.00751185417175293,424,472
2020,12,31,18,9,57,767202,93,73,110,85,76,57,0.0027682283338663254,False,0.007488250732421875,424,472
2020,12,31,18,9,57,774727,93,73,110,85,72,60,0.0028806563799168533,False,0.00749969482421875,424,472
2020,12,31,18,9,57,782218,93,73,110,85,74,56,0.0028931483850335787,False,0.007465362548828125,424,472
2020,12,31,18,9,57,789733,93,73,110,85,76,57,0.0028456787655900223,False,0.007487773895263672,424,472
2020,12,31,18,9,57,797282,93,73,110,85,74,56,0.0029056403901503037,False,0.007524967193603516,424,472
2020,12,31,18,9,57,804868,93,73,110,85,73,60,0.0028931483850335787,False,0.0075604915618896484,424,472
2020,12,31,18,9,57,812329,93,73,110,85,73,61,0.002785717141029741,False,0.007435321807861328,424,472
2020,12,31,18,9,57,819806,93,73,110,85,75,57,0.002795710745123121,False,0.007453441619873047,424,472
2020,12,31,18,9,57,827265,94,74,110,85,75,57,0.0027307523185161496,False,0.007434368133544922,424,472
2020,12,31,18,9,57,834510,94,74,110,85,76,58,0.0027157619123760793,False,0.007219552993774414,424,472
2020,12,31,18,9,57,842338,93,73,110,85,75,57,0.0028082027502398465,False,0.0077555179595947266,424,472
2020,12,31,18,9,57,849564,94,73,110,85,75,62,0.002718260313399424,False,0.007197856903076172,424,472
2020,12,31,18,9,57,857388,94,73,110,85,74,60,0.0028032059481931564,False,0.007803440093994141,424,472
2020,12,31,18,9,57,864665,94,73,110,85,76,57,0.0027657299328429806,False,0.007246255874633789,424,472
2020,12,31,18,9,57,872282,94,73,110,85,76,57,0.0027657299328429806,False,0.0075969696044921875,424,472
2020,12,31,18,9,57,879494,94,73,110,85,74,61,0.0027507395267029103,False,0.007183551788330078,424,472
2020,12,31,18,9,57,887142,94,73,111,85,72,63,0.0028906499840102334,False,0.0076274871826171875,424,472
2020,12,31,18,9,57,894439,92,73,110,83,70,66,0.002970598816757275,False,0.007265806198120117,424,472
2020,12,31,18,9,57,902148,92,72,111,82,69,67,0.0030555444515510074,False,0.007687807083129883,424,472
2020,12,31,18,9,57,909396,93,72,113,80,68,69,0.00315548049248481,False,0.007218837738037109,424,472
2020,12,31,18,9,57,917148,94,72,112,76,72,80,0.00315548049248481,False,0.0077326297760009766,424,472
2020,12,31,18,9,57,924448,94,73,113,74,75,83,0.003053046050527662,False,0.007268667221069336,424,472
2020,12,31,18,9,57,932085,95,74,115,72,77,82,0.0030155700351774863,False,0.007616281509399414,424,472
2020,12,31,18,9,57,939367,95,74,114,74,77,83,0.0030280620402942117,False,0.007252693176269531,424,472
2020,12,31,18,9,57,947112,94,75,114,71,76,83,0.0031105092740645987,False,0.007725954055786133,424,472
2020,12,31,18,9,57,954461,93,77,112,70,75,86,0.0032204389190917814,False,0.007317543029785156,424,472
2020,12,31,18,9,57,962220,92,78,110,68,76,94,0.003320374960025584,False,0.007737159729003906,424,472
2020,12,31,18,9,57,969600,90,78,106,66,82,101,0.0034452950111928367,False,0.007352352142333984,424,472
2020,12,31,18,9,57,977315,88,79,102,64,82,103,0.003512751838823153,False,0.007696390151977539,424,472
2020,12,31,18,9,57,984619,87,80,99,64,81,105,0.0033528541733290696,False,0.007275581359863281,424,472
2020,12,31,18,9,57,992323,87,81,100,66,82,104,0.0031829629037416055,False,0.007682085037231445,424,472
2020,12,31,18,9,57,999631,87,81,100,65,83,104,0.0031954549088583305,False,0.0072803497314453125,424,472
2020,12,31,18,9,58,7274,87,81,99,65,83,105,0.003247921330348577,False,0.007623910903930664,424,472
2020,12,31,18,9,58,14578,87,82,99,67,84,107,0.0033028861528621683,False,0.007272481918334961,424,472
2020,12,31,18,9,58,22293,87,83,97,67,86,108,0.0032654101375119925,False,0.007695674896240234,424,472
2020,12,31,18,9,58,29599,87,84,96,67,88,108,0.003305384553885513,False,0.007276058197021484,424,472
2020,12,31,18,9,58,37298,87,86,93,66,86,110,0.0032704069395586826,False,0.00767827033996582,424,472
2020,12,31,18,9,58,44595,86,86,90,67,85,110,0.0031804645027182603,False,0.007267951965332031,424,472
2020,12,31,18,9,58,52445,85,86,90,67,85,109,0.0031804645027182603,False,0.007827281951904297,424,472
2020,12,31,18,9,58,60010,85,86,86,69,84,109,0.0031904581068116404,False,0.007542610168457031,424,472
2020,12,31,18,9,58,71087,85,87,90,68,82,111,0.003285397345698753,False,0.011045694351196289,424,472
2020,12,31,18,9,58,79008,84,88,89,68,82,112,0.0033503557723057243,False,0.007896900177001953,424,472
2020,12,31,18,9,58,89386,84,88,89,68,83,113,0.00338283498560921,False,0.010355949401855469,424,472
2020,12,31,18,9,58,96950,83,89,88,69,83,114,0.00337284138151583,False,0.0075337886810302734,424,472
2020,12,31,18,9,58,104967,83,90,88,71,85,115,0.003210445314998401,False,0.007972240447998047,424,472
2020,12,31,18,9,58,112447,84,91,89,71,89,116,0.0032154421170450913,False,0.007454633712768555,424,472
2020,12,31,18,9,58,120398,85,92,89,74,91,116,0.003162975695554845,False,0.007925033569335938,424,472
2020,12,31,18,9,58,127820,86,93,88,73,94,116,0.003115506076111289,False,0.007393598556518555,424,472
2020,12,31,18,9,58,135365,87,95,86,74,97,118,0.003162975695554845,False,0.0075228214263916016,424,472
2020,12,31,18,9,58,143341,88,98,84,77,99,122,0.003257914934441957,False,0.007951974868774414,424,472
2020,12,31,18,9,58,151220,88,101,81,82,100,124,0.003237927726255197,False,0.007854700088500977,424,472
2020,12,31,18,9,58,158891,89,104,85,86,100,129,0.0032704069395586826,False,0.00764918327331543,424,472
2020,12,31,18,9,58,166103,90,108,82,88,101,132,0.0031429884873680845,False,0.007185220718383789,424,472
2020,12,31,18,9,58,173634,91,111,84,90,102,136,0.00317546770067157,False,0.007517337799072266,424,472
2020,12,31,18,9,58,181570,93,115,85,92,102,142,0.00338283498560921,False,0.007898330688476562,424,472
2020,12,31,18,9,58,189148,92,121,86,99,99,148,0.003470279021426287,False,0.007553577423095703,424,472
2020,12,31,18,9,58,196657,91,127,90,106,96,157,0.0036276782858970257,False,0.0074846744537353516,424,472
2020,12,31,18,9,58,204186,91,136,87,112,96,166,0.00359020227054685,False,0.007502555847167969,424,472
2020,12,31,18,9,58,211711,92,146,89,121,97,175,0.0035752118644067797,False,0.0074999332427978516,424,472
2020,12,31,18,9,58,219222,93,156,89,129,95,185,0.003757595139110969,False,0.007486820220947266,424,472
2020,12,31,18,9,58,226830,93,165,93,144,94,193,0.0034802726255196673,False,0.007584095001220703,424,472
2020,12,31,18,9,58,234376,93,174,92,150,95,202,0.0035352374480332586,False,0.007522106170654297,424,472
2020,12,31,18,9,58,241944,93,183,94,157,92,213,0.0035976974736168853,False,0.007542610168457031,424,472
2020,12,31,18,9,58,249544,92,193,93,166,89,224,0.0038800167892548768,False,0.0075757503509521484,424,472
2020,12,31,18,9,58,257113,90,205,93,181,88,236,0.0037725855452510394,False,0.007545948028564453,424,472
2020,12,31,18,9,58,264543,89,219,89,192,88,250,0.0037675887432043493,False,0.007396697998046875,424,472
2020,12,31,18,9,58,272419,89,234,89,207,88,266,0.0037476015350175885,False,0.007854223251342773,424,472
2020,12,31,18,9,58,280161,88,250,89,225,88,280,0.0037001319155740326,False,0.00771641731262207,424,472
2020,12,31,18,9,58,288172,88,265,87,239,89,296,0.0035702150623600896,False,0.007982492446899414,424,472
2020,12,31,18,9,58,295809,89,279,89,253,90,310,0.00358520546850016,False,0.0076141357421875,424,472
2020,12,31,18,9,58,303904,89,293,90,269,90,323,0.00360019587464023,False,0.00807046890258789,424,472
2020,12,31,18,9,58,311524,90,306,89,282,92,335,0.0034328030060761113,False,0.007590532302856445,424,472
2020,12,31,18,9,58,319439,91,318,91,294,93,345,0.0032454229293252318,False,0.007892370223999023,424,472
2020,12,31,18,9,58,327034,91,326,90,300,90,353,0.0034427966101694915,False,0.007569551467895508,424,472
2020,12,31,18,9,58,335077,91,336,92,317,92,360,0.0031379916853213944,False,0.008018732070922852,424,472
2020,12,31,18,9,58,342624,90,344,91,321,92,369,0.0032729053405820274,False,0.0075206756591796875,424,472
2020,12,31,18,9,58,350597,90,350,91,327,89,376,0.003250419731371922,False,0.007956743240356445,424,472
2020,12,31,18,9,58,358372,90,352,90,329,86,379,0.0033628477774224497,False,0.00773310661315918,424,472
2020,12,31,18,9,58,366406,88,354,89,331,84,382,0.003495263031659738,False,0.008015871047973633,424,472
2020,12,31,18,9,58,374042,86,357,87,334,82,384,0.003495263031659738,False,0.00760197639465332,424,472
2020,12,31,18,9,58,381679,86,359,89,334,81,386,0.0034353014070994566,False,0.0076100826263427734,424,472
2020,12,31,18,9,58,390632,87,361,91,336,76,385,0.0034402982091461466,False,0.008928537368774414,424,472
2020,12,31,18,9,58,398937,87,364,91,339,87,386,0.003337863767188999,False,0.008281707763671875,424,472
2020,12,31,18,9,58,406873,87,365,91,342,86,386,0.0031804645027182603,False,0.007911920547485352,424,472
2020,12,31,18,9,58,414540,87,366,91,345,74,384,0.003078030060761113,False,0.007640361785888672,424,472
2020,12,31,18,9,58,422280,87,366,94,348,75,384,0.003120502878157979,False,0.0077173709869384766,424,472
2020,12,31,18,9,58,430969,88,366,95,351,79,385,0.0031055124720179086,False,0.00866246223449707,424,472
2020,12,31,18,9,58,438711,89,366,89,344,97,386,0.003202950111928366,False,0.007718086242675781,424,472
2020,12,31,18,9,58,447065,90,365,89,343,97,386,0.0031854613047649504,False,0.008330583572387695,424,472
2020,12,31,18,9,58,454604,90,365,88,343,98,386,0.0032154421170450913,False,0.007508993148803711,424,472
2020,12,31,18,9,58,462811,89,365,88,343,95,386,0.0032004517109050206,False,0.00812673568725586,424,472
2020,12,31,18,9,58,470285,90,364,88,343,94,386,0.0031454868883914293,False,0.0074465274810791016,424,472
2020,12,31,18,9,58,478261,89,365,94,347,80,385,0.0031954549088583305,False,0.00793910026550293,424,472
2020,12,31,18,9,58,486855,88,366,90,344,76,385,0.0030980172689478733,False,0.008566856384277344,424,472
2020,12,31,18,9,58,495172,87,368,93,351,74,385,0.002778221937959706,False,0.008290529251098633,424,472
2020,12,31,18,9,58,503128,86,370,92,354,72,385,0.002650803485769108,False,0.007932186126708984,424,472
2020,12,31,18,9,58,510741,85,370,92,354,69,385,0.0027507395267029103,False,0.007590055465698242,424,472
2020,12,31,18,9,58,518568,83,370,92,354,66,385,0.0028506755676367124,False,0.007799863815307617,424,472
2020,12,31,18,9,58,527479,82,370,91,354,65,384,0.002903141989126959,False,0.00891566276550293,424,472
2020,12,31,18,9,58,535577,82,371,91,354,63,384,0.0029056403901503037,False,0.00801229476928711,424,472
2020,12,31,18,9,58,543614,81,371,91,355,63,384,0.002835685161496642,False,0.008011102676391602,424,472
2020,12,31,18,9,58,551581,81,371,92,356,63,384,0.002888151582986888,False,0.007928848266601562,424,472
2020,12,31,18,9,58,559359,81,370,92,355,63,384,0.002990586024944036,False,0.007750988006591797,424,472
2020,12,31,18,9,58,567230,82,370,90,355,63,384,0.0030255636392708665,False,0.007869482040405273,424,472
2020,12,31,18,9,58,575958,83,368,92,351,66,385,0.0030605412535976975,False,0.008664608001708984,424,472
2020,12,31,18,9,58,583567,84,366,92,348,67,385,0.0031979533098816758,False,0.0075762271881103516,424,472
2020,12,31,18,9,58,591629,84,364,90,340,69,385,0.0035727134633834344,False,0.00803828239440918,424,472
2020,12,31,18,9,58,599178,85,362,90,339,73,386,0.003460285417332907,False,0.0075266361236572266,424,472
2020,12,31,18,9,58,607091,88,354,91,337,86,373,0.0026033338663255514,False,0.007880926132202148,424,472
2020,12,31,18,9,58,614952,89,354,91,337,87,373,0.002613327470418932,False,0.007854461669921875,424,472
2020,12,31,18,9,58,623281,88,354,91,336,87,373,0.0026782858970259035,False,0.008278608322143555,424,472
2020,12,31,18,9,58,630935,89,354,91,336,81,375,0.0027232571154461147,False,0.007627248764038086,424,472
2020,12,31,18,9,58,638496,88,355,92,335,77,375,0.002840681963543332,False,0.00753474235534668,424,472
2020,12,31,18,9,58,646939,89,355,92,336,77,375,0.0028431803645666775,False,0.008417129516601562,424,472
2020,12,31,18,9,58,655166,89,354,92,336,78,374,0.002718260313399424,False,0.00820159912109375,424,472
2020,12,31,18,9,58,664082,89,353,92,335,84,373,0.002650803485769108,False,0.008890390396118164,424,472
2020,12,31,18,9,58,672035,89,353,92,335,84,373,0.002575851455068756,False,0.00793147087097168,424,472
2020,12,31,18,9,58,679328,89,353,91,336,86,373,0.0026108290693955868,False,0.007265567779541016,424,472
2020,12,31,18,9,58,687078,89,353,91,335,84,373,0.0025933402622321713,False,0.007731199264526367,424,472
2020,12,31,18,9,58,694514,89,353,91,335,86,373,0.0026582986888391428,False,0.0073986053466796875,424,472
2020,12,31,18,9,58,702263,89,354,91,335,87,373,0.0026483050847457626,False,0.007725954055786133,424,472
2020,12,31,18,9,58,709607,89,353,91,335,87,373,0.0026433082826990725,False,0.007315397262573242,424,472
2020,12,31,18,9,58,716898,89,354,90,336,87,373,0.0026433082826990725,False,0.007269144058227539,424,472
2020,12,31,18,9,58,725142,89,354,91,335,87,374,0.0026108290693955868,False,0.008218526840209961,424,472
2020,12,31,18,9,58,733281,89,354,91,335,87,374,0.0026582986888391428,False,0.008113861083984375,424,472
2020,12,31,18,9,58,740944,89,353,91,335,88,373,0.0026008354653022066,False,0.007639169692993164,424,472
2020,12,31,18,9,58,748215,89,353,91,335,86,374,0.0026108290693955868,False,0.007241487503051758,424,472
2020,12,31,18,9,58,755755,89,353,91,335,86,374,0.0026333146786056924,False,0.007515430450439453,424,472
2020,12,31,18,9,58,764479,89,353,90,335,88,373,0.002613327470418932,False,0.008696794509887695,424,472
2020,12,31,18,9,58,772327,89,353,91,335,86,373,0.002583346658138791,False,0.007826566696166992,424,472
2020,12,31,18,9,58,780087,89,354,90,336,88,373,0.002618324272465622,False,0.007734775543212891,424,472
2020,12,31,18,9,58,787479,89,354,90,336,87,373,0.0025908418612088265,False,0.007369041442871094,424,472
2020,12,31,18,9,58,795226,89,354,90,336,86,373,0.0026108290693955868,False,0.007719993591308594,424,472
2020,12,31,18,9,58,802886,88,354,90,336,87,373,0.0026433082826990725,False,0.0076274871826171875,424,472
2020,12,31,18,9,58,810410,88,353,90,335,87,373,0.002743244323632875,False,0.007502555847167969,424,472
2020,12,31,18,9,58,818589,88,353,90,335,89,373,0.002785717141029741,False,0.008156299591064453,424,472
2020,12,31,18,9,58,825972,88,354,90,335,89,373,0.0027632315318196353,False,0.0073626041412353516,424,472
2020,12,31,18,9,58,833592,88,353,90,335,87,373,0.0027407459226095297,False,0.007587909698486328,424,472
2020,12,31,18,9,58,841564,88,354,90,335,87,373,0.0027232571154461147,False,0.007947683334350586,424,472
2020,12,31,18,9,58,849203,88,353,90,335,88,373,0.0027557363287496004,False,0.007615804672241211,424,472
2020,12,31,18,9,58,856844,88,353,90,335,89,373,0.0027107651103293893,False,0.00761103630065918,424,472
2020,12,31,18,9,58,864588,89,353,90,335,87,373,0.0026757874960025583,False,0.007720232009887695,424,472
2020,12,31,18,9,58,872219,88,353,90,335,89,373,0.002738247521586185,False,0.007606029510498047,424,472
2020,12,31,18,9,58,879817,88,353,90,335,89,373,0.002815697953309882,False,0.007575273513793945,424,472
2020,12,31,18,9,58,887504,89,354,89,335,95,373,0.0030130716341541415,False,0.007662773132324219,424,472
2020,12,31,18,9,58,895140,90,355,87,336,97,373,0.0031904581068116404,False,0.007614612579345703,424,472
2020,12,31,18,9,58,902833,92,355,86,336,101,372,0.003295390949792133,False,0.007655620574951172,424,472
2020,12,31,18,9,58,910537,93,356,85,337,105,371,0.003450291813239527,False,0.0076792240142822266,424,472
2020,12,31,18,9,58,918303,93,356,83,339,115,363,0.0034452950111928367,False,0.0077397823333740234,424,472
2020,12,31,18,9,58,925972,94,356,84,342,108,370,0.0032404261272785417,False,0.0076465606689453125,424,472
2020,12,31,18,9,58,933619,96,356,83,342,120,357,0.0032629117364886473,False,0.0076198577880859375,424,472
2020,12,31,18,9,58,941136,99,356,81,347,122,357,0.003255416533418612,False,0.007482290267944336,424,472
2020,12,31,18,9,58,948810,101,357,81,349,126,356,0.0031904581068116404,False,0.00764775276184082,424,472
2020,12,31,18,9,58,956320,105,358,84,353,132,354,0.0033953269907259355,False,0.007486581802368164,424,472
2020,12,31,18,9,58,963846,111,358,89,358,139,354,0.0033078829549088584,False,0.007500410079956055,424,472
2020,12,31,18,9,58,971456,119,359,103,357,146,354,0.003040554045410937,False,0.00758671760559082,424,472
2020,12,31,18,9,58,978994,126,359,0,0,119,370,0.0030705348576910776,False,0.007513523101806641,424,472
2020,12,31,18,9,58,986498,132,360,113,361,158,358,0.0031005156699712186,False,0.0074770450592041016,424,472
2020,12,31,18,9,58,994025,138,360,120,362,167,356,0.0033703429804924846,False,0.007502317428588867,424,472
2020,12,31,18,9,59,1531,148,361,124,364,176,356,0.0033878317876559,False,0.007481098175048828,424,472
2020,12,31,18,9,59,9072,159,360,135,363,186,355,0.0032354293252318516,False,0.007515668869018555,424,472
2020,12,31,18,9,59,16768,170,359,148,363,196,355,0.0033153781579788933,False,0.007670164108276367,424,472
2020,12,31,18,9,59,24383,183,359,159,364,211,353,0.003420311000959386,False,0.0075910091400146484,424,472
2020,12,31,18,9,59,31706,196,358,173,362,225,354,0.00336784457946914,False,0.007297515869140625,424,472
2020,12,31,18,9,59,39660,212,358,189,357,241,357,0.003495263031659738,False,0.007931947708129883,424,472
2020,12,31,18,9,59,46863,227,359,205,364,258,357,0.0035252438439398784,False,0.007174968719482422,424,472
2020,12,31,18,9,59,54970,333,358,310,362,359,352,0.0031055124720179086,False,0.008083820343017578,424,472
2020,12,31,18,9,59,63304,344,355,323,359,368,350,0.0029830908218740006,False,0.008309125900268555,424,472
2020,12,31,18,9,59,72796,350,354,0,0,372,351,0.0026757874960025583,False,0.009415626525878906,424,472
2020,12,31,18,9,59,80952,351,355,333,361,373,352,0.0027307523185161496,False,0.008131265640258789,424,472
2020,12,31,18,9,59,90907,350,356,335,354,371,353,0.002700771506236009,False,0.00992727279663086,424,472
2020,12,31,18,9,59,99302,347,356,330,359,367,353,0.002718260313399424,False,0.008371591567993164,424,472
2020,12,31,18,9,59,107602,346,356,329,359,365,354,0.0025983370642788614,False,0.00827336311340332,424,472
2020,12,31,18,9,59,115620,345,355,332,353,364,354,0.0025058962264150942,False,0.007992744445800781,424,472
2020,12,31,18,9,59,123208,344,355,326,357,364,355,0.002563359449952031,False,0.00756382942199707,424,472
2020,12,31,18,9,59,131065,343,356,324,357,363,354,0.0026732890949792134,False,0.007830381393432617,424,472
2020,12,31,18,9,59,139173,342,356,328,353,361,354,0.0025708546530220657,False,0.008085250854492188,424,472
2020,12,31,18,9,59,147021,341,356,325,355,360,354,0.002630816277582347,False,0.007818937301635742,424,472
2020,12,31,18,9,59,154819,339,356,321,356,358,353,0.002578349856092101,False,0.007772684097290039,424,472
2020,12,31,18,9,59,162621,339,357,322,356,358,353,0.002650803485769108,False,0.007779359817504883,424,472
2020,12,31,18,9,59,170357,339,356,322,356,357,353,0.0026433082826990725,False,0.007710456848144531,424,472
2020,12,31,18,9,59,178323,338,357,319,356,357,353,0.0026458066837224178,False,0.007941722869873047,424,472
2020,12,31,18,9,59,185947,338,357,320,356,357,353,0.002623321074512312,False,0.007596731185913086,424,472
2020,12,31,18,9,59,193707,338,356,325,352,356,354,0.002630816277582347,False,0.007734537124633789,424,472
2020,12,31,18,9,59,201650,338,357,321,356,357,355,0.0025583626479053407,False,0.007917642593383789,424,472
2020,12,31,18,9,59,209053,338,357,320,355,356,357,0.002573353054045411,False,0.007379770278930664,424,472
2020,12,31,18,9,59,216911,338,357,326,352,355,357,0.002540873840741925,False,0.00782918930053711,424,472
2020,12,31,18,9,59,224204,338,357,320,355,355,359,0.00253337863767189,False,0.0072629451751708984,424,472
2020,12,31,18,9,59,231906,338,357,320,355,355,359,0.0024984010233450593,False,0.007679939270019531,424,472
2020,12,31,18,9,59,239144,338,357,322,355,355,359,0.002408458586504637,False,0.007215023040771484,424,472
2020,12,31,18,9,59,246949,337,357,321,355,355,359,0.002480912216181644,False,0.007773399353027344,424,472
2020,12,31,18,9,59,254347,337,357,320,355,354,360,0.0024884074192516787,False,0.00735926628112793,424,472
2020,12,31,18,9,59,262065,338,357,322,355,354,361,0.002445934601854813,False,0.007695674896240234,424,472
2020,12,31,18,9,59,269333,337,357,321,355,354,361,0.0024884074192516787,False,0.007243156433105469,424,472
2020,12,31,18,9,59,276786,337,357,321,355,353,361,0.0024409377998081227,False,0.007428169250488281,424,472
2020,12,31,18,9,59,285125,338,358,323,354,354,363,0.0024209505916213624,False,0.008316516876220703,424,472
2020,12,31,18,9,59,293087,338,358,322,355,354,363,0.0024159537895746723,False,0.007939815521240234,424,472
2020,12,31,18,9,59,300783,337,357,322,355,353,361,0.0023759793732011513,False,0.0076677799224853516,424,472
2020,12,31,18,9,59,308047,337,357,322,355,353,360,0.0023934681803645668,False,0.007233381271362305,424,472
2020,12,31,18,9,59,315641,336,357,319,354,352,355,0.0024234489926447072,False,0.00757145881652832,424,472
2020,12,31,18,9,59,323633,337,357,322,354,352,360,0.0023410017588743203,False,0.007978439331054688,424,472
2020,12,31,18,9,59,331223,337,357,326,351,347,369,0.0023934681803645668,False,0.007551431655883789,424,472
2020,12,31,18,9,59,338752,337,357,322,354,352,358,0.002368484170131116,False,0.007502555847167969,424,472
2020,12,31,18,9,59,346516,336,357,321,354,351,357,0.0024159537895746723,False,0.007737159729003906,424,472
2020,12,31,18,9,59,354338,337,357,322,355,352,359,0.0023759793732011513,False,0.0077991485595703125,424,472
2020,12,31,18,9,59,361615,336,357,321,354,351,357,0.002403461784457947,False,0.0072536468505859375,424,472
2020,12,31,18,9,59,369521,336,357,322,354,351,359,0.002360988967061081,False,0.007885217666625977,424,472
2020,12,31,18,9,59,376767,336,357,321,354,348,369,0.0023959665813879116,False,0.007214546203613281,424,472
2020,12,31,18,9,59,384455,336,357,321,354,351,358,0.0024409377998081227,False,0.007667064666748047,424,472
2020,12,31,18,9,59,391760,336,358,320,354,352,364,0.0024159537895746723,False,0.007275819778442383,424,472
2020,12,31,18,9,59,399435,337,358,322,354,355,363,0.002413455388551327,False,0.007656097412109375,424,472
2020,12,31,18,9,59,406752,337,357,320,354,356,360,0.0024634234090182283,False,0.007286787033081055,424,472
